text,label,agreement,lemmatized
support vaccinate child support smoking,1.0,0.6666666666666666,"['support', 'vaccinate', 'child', 'support', 'smoking']"
family doctor tip important part childhood travel foreign,0.0,0.6666666666666666,"['family', 'doctor', 'tip', 'important', 'part', 'childhood', 'travel', 'foreign']"
governor weigh criticism hpv vaccine letter indiana state department health send letter,1.0,0.6666666666666666,"['governor', 'weigh', 'criticism', 'hpv', 'vaccine', 'letter', 'indiana', 'state', 'department', 'health', 'send', 'letter']"
person one big advocate vaccinate kid say degree university mmmkay,1.0,1.0,"['person', 'one', 'big', 'advocate', 'vaccinate', 'kid', 'say', 'degree', 'university', 'mmmkay']"
know live n state meth well make feel even well bad flu vaccine may well stay home,-1.0,0.6666666666666666,"['know', 'live', 'n', 'state', 'meth', 'well', 'make', 'feel', 'even', 'well', 'bad', 'flu', 'vaccine', 'may', 'well', 'stay', 'home']"
state low rate vaccinate kid proposes bill make even bad anti vaccine nut uneducated,1.0,1.0,"['state', 'low', 'rate', 'vaccinate', 'kid', 'proposes', 'bill', 'make', 'even', 'bad', 'anti', 'vaccine', 'nut', 'uneducated']"
probably people vaccinate child,1.0,1.0,"['probably', 'people', 'vaccinate', 'child']"
company test way deliver vaccine skin vaccine infectious disease oncology,0.0,1.0,"['company', 'test', 'way', 'deliver', 'vaccine', 'skin', 'vaccine', 'infectious', 'disease', 'oncology']"
attn medium hope watch ustream press conference vaccine autism heard lady talk fox,1.0,0.6666666666666666,"['attn', 'medium', 'hope', 'watch', 'ustream', 'press', 'conference', 'vaccine', 'autism', 'heard', 'lady', 'talk', 'fox']"
year ago vaccination allow go,1.0,0.6666666666666666,"['year', 'ago', 'vaccination', 'allow', 'go']"
yo get kid vaccinate pity child get disease eradicated year ago,1.0,0.6666666666666666,"['yo', 'get', 'kid', 'vaccinate', 'pity', 'child', 'get', 'disease', 'eradicated', 'year', 'ago']"
must watch vaccine cause autism plus study behind panic authenticate,1.0,1.0,"['must', 'watch', 'vaccine', 'cause', 'autism', 'plus', 'study', 'behind', 'panic', 'authenticate']"
average people complain live release tension increase immunity boost guess living forever,0.0,1.0,"['average', 'people', 'complain', 'live', 'release', 'tension', 'increase', 'immunity', 'boost', 'guess', 'living', 'forever']"
utahco school vaccinatd speak bout vaccination trend,-1.0,0.3333333333333333,"['utahco', 'school', 'vaccinatd', 'speak', 'bout', 'vaccination', 'trend']"
back sobe come show love mmr dmv dj instava va nattybo edm remixes,0.0,1.0,"['back', 'sobe', 'come', 'show', 'love', 'mmr', 'dmv', 'dj', 'instava', 'va', 'nattybo', 'edm', 'remixes']"
number confirm measles case illinois rise number confirm case measles illinois,0.0,1.0,"['number', 'confirm', 'measles', 'case', 'illinois', 'rise', 'number', 'confirm', 'case', 'measles', 'illinois']"
huck like immunity need scandal,0.0,1.0,"['huck', 'like', 'immunity', 'need', 'scandal']"
fear vaccine go viral,0.0,0.6666666666666666,"['fear', 'vaccine', 'go', 'viral']"
mom third world country stand line day vaccine would shit face vaccinate kid,1.0,1.0,"['mom', 'third', 'world', 'country', 'stand', 'line', 'day', 'vaccine', 'would', 'shit', 'face', 'vaccinate', 'kid']"
death measles usa since,0.0,0.6666666666666666,"['death', 'measles', 'usa', 'since']"
rt people adverse reaction aspirin measles vaccinateyourkids,1.0,0.6666666666666666,"['rt', 'people', 'adverse', 'reaction', 'aspirin', 'measles', 'vaccinateyourkids']"
track measles case decade,0.0,1.0,"['track', 'measles', 'case', 'decade']"
disneyland measles outbreak reach mexico,0.0,1.0,"['disneyland', 'measles', 'outbreak', 'reach', 'mexico']"
harness innate immunity promote selective kill reactive hiv reservoir,0.0,0.6666666666666666,"['harness', 'innate', 'immunity', 'promote', 'selective', 'kill', 'reactive', 'hiv', 'reservoir']"
think vaccine bad fuck idiot need go back catch shit fuck,1.0,1.0,"['think', 'vaccine', 'bad', 'fuck', 'idiot', 'need', 'go', 'back', 'catch', 'shit', 'fuck']"
floridian urge get measles vaccine florida department health say work state,1.0,0.6666666666666666,"['floridian', 'urge', 'get', 'measles', 'vaccine', 'florida', 'department', 'health', 'say', 'work', 'state']"
pneumococcal vaccine highly effective infant,1.0,1.0,"['pneumococcal', 'vaccine', 'highly', 'effective', 'infant']"
breakdown measles case dallas county may june,0.0,1.0,"['breakdown', 'measles', 'case', 'dallas', 'county', 'may', 'june']"
release party mmr thecampaign rydethawave mixtape release well black amp,0.0,1.0,"['release', 'party', 'mmr', 'thecampaign', 'rydethawave', 'mixtape', 'release', 'well', 'black', 'amp']"
say science vaccine cause measles,-1.0,0.6666666666666666,"['say', 'science', 'vaccine', 'cause', 'measles']"
vaccinate minnesota child support minimize vaccineswork mnaap thekidssentme,1.0,1.0,"['vaccinate', 'minnesota', 'child', 'support', 'minimize', 'vaccineswork', 'mnaap', 'thekidssentme']"
gop stop blaming immigrant first ebola measles disease bring ancestor ainf,0.0,0.6666666666666666,"['gop', 'stop', 'blaming', 'immigrant', 'first', 'ebola', 'measles', 'disease', 'bring', 'ancestor', 'ainf']"
oomf momma need get child vaccinate catch hand,1.0,1.0,"['oomf', 'momma', 'need', 'get', 'child', 'vaccinate', 'catch', 'hand']"
baby elvisenglishbulldog vet get rabies goodboy,1.0,1.0,"['baby', 'elvisenglishbulldog', 'vet', 'get', 'rabies', 'goodboy']"
jeehz wish ebola fear monger would get upset parent vaccinate much much big threat,1.0,0.6666666666666666,"['jeehz', 'wish', 'ebola', 'fear', 'monger', 'would', 'get', 'upset', 'parent', 'vaccinate', 'much', 'much', 'big', 'threat']"
health wellness fair free immunization health till manchester center pic,0.0,0.6666666666666666,"['health', 'wellness', 'fair', 'free', 'immunization', 'health', 'till', 'manchester', 'center', 'pic']"
good night fun let bowievsprince mmr,0.0,1.0,"['good', 'night', 'fun', 'let', 'bowievsprince', 'mmr']"
yeah vaccine mandatory legal,-1.0,0.6666666666666666,"['yeah', 'vaccine', 'mandatory', 'legal']"
measles case continue spread california,0.0,0.6666666666666666,"['measles', 'case', 'continue', 'spread', 'california']"
could possibly politize measles dear parent parent kid vaccinate make life inconv,1.0,0.6666666666666666,"['could', 'possibly', 'politize', 'measles', 'dear', 'parent', 'parent', 'kid', 'vaccinate', 'make', 'life', 'inconv']"
get vaccinate gotten dos upper respiratory virus n common young babe,1.0,0.6666666666666666,"['get', 'vaccinate', 'gotten', 'dos', 'upper', 'respiratory', 'virus', 'n', 'common', 'young', 'babe']"
yw yes male amp female age year take part hpv vaccination,1.0,1.0,"['yw', 'yes', 'male', 'amp', 'female', 'age', 'year', 'take', 'part', 'hpv', 'vaccination']"
swear certify profile reject mmr vaccination one time,0.0,1.0,"['swear', 'certify', 'profile', 'reject', 'mmr', 'vaccination', 'one', 'time']"
cootie immunization kidlegislation,0.0,1.0,"['cootie', 'immunization', 'kidlegislation']"
people think vaccine give child autism feel bad future kid,1.0,1.0,"['people', 'think', 'vaccine', 'give', 'child', 'autism', 'feel', 'bad', 'future', 'kid']"
yes let make hpv vaccination public health priority via,1.0,0.6666666666666666,"['yes', 'let', 'make', 'hpv', 'vaccination', 'public', 'health', 'priority', 'via']"
moment last basketball game season two kid streptococcus kid vaccinateyourkids,1.0,1.0,"['moment', 'last', 'basketball', 'game', 'season', 'two', 'kid', 'streptococcus', 'kid', 'vaccinateyourkids']"
vaccine fear fuel resurgence preventable disease,1.0,1.0,"['vaccine', 'fear', 'fuel', 'resurgence', 'preventable', 'disease']"
patient zero measles outbreak,0.0,1.0,"['patient', 'zero', 'measles', 'outbreak']"
take baby month dr appt vaccination shell nrh,1.0,1.0,"['take', 'baby', 'month', 'dr', 'appt', 'vaccination', 'shell', 'nrh']"
ebola ohio cdc say vaccine work black ppl,0.0,1.0,"['ebola', 'ohio', 'cdc', 'say', 'vaccine', 'work', 'black', 'ppl']"
point stop damn immunize child,1.0,1.0,"['point', 'stop', 'damn', 'immunize', 'child']"
rise measles case mark call,0.0,0.6666666666666666,"['rise', 'measles', 'case', 'mark', 'call']"
u mean mexican measles u hear obummer make country open border,0.0,0.6666666666666666,"['u', 'mean', 'mexican', 'measles', 'u', 'hear', 'obummer', 'make', 'country', 'open', 'border']"
look fwd hearing combatant immunity cover collateral damage applies civilian agency kill outside,0.0,1.0,"['look', 'fwd', 'hearing', 'combatant', 'immunity', 'cover', 'collateral', 'damage', 'applies', 'civilian', 'agency', 'kill', 'outside']"
kid vaccinate parent pneumonia flu get whatgoesaroundcomesaround,1.0,1.0,"['kid', 'vaccinate', 'parent', 'pneumonia', 'flu', 'get', 'whatgoesaroundcomesaround']"
vaccinate goddamn kid,1.0,1.0,"['vaccinate', 'goddamn', 'kid']"
stopchildabuse vaccinate child amp circumcise son neglect ignore science behind prevention hpv whoopingcough,1.0,1.0,"['stopchildabuse', 'vaccinate', 'child', 'amp', 'circumcise', 'son', 'neglect', 'ignore', 'science', 'behind', 'prevention', 'hpv', 'whoopingcough']"
illegal vaccinate child,1.0,1.0,"['illegal', 'vaccinate', 'child']"
wait people actually still believe vaccine cause autism,1.0,1.0,"['wait', 'people', 'actually', 'still', 'believe', 'vaccine', 'cause', 'autism']"
ebola amp zombie apocalypse vaccine bahahahahaha dead,0.0,0.6666666666666666,"['ebola', 'amp', 'zombie', 'apocalypse', 'vaccine', 'bahahahahaha', 'dead']"
vaccination one parent another save life get child vaccinate,1.0,1.0,"['vaccination', 'one', 'parent', 'another', 'save', 'life', 'get', 'child', 'vaccinate']"
amid grow vaccination debate measles continue spread new york state via,0.0,0.6666666666666666,"['amid', 'grow', 'vaccination', 'debate', 'measles', 'continue', 'spread', 'new', 'york', 'state', 'via']"
rate flu vaccination among adult lag behind child boston cbs child ever,0.0,0.6666666666666666,"['rate', 'flu', 'vaccination', 'among', 'adult', 'lag', 'behind', 'child', 'boston', 'cbs', 'child', 'ever']"
remember get vaccine school wait registertovote,1.0,0.6666666666666666,"['remember', 'get', 'vaccine', 'school', 'wait', 'registertovote']"
many modern vaccine link infertility high risk silent killer,-1.0,1.0,"['many', 'modern', 'vaccine', 'link', 'infertility', 'high', 'risk', 'silent', 'killer']"
lack vaccination kill baby omg,-1.0,0.6666666666666666,"['lack', 'vaccination', 'kill', 'baby', 'omg']"
measles definitely joke potentially deadly disease long term sequela,1.0,1.0,"['measles', 'definitely', 'joke', 'potentially', 'deadly', 'disease', 'long', 'term', 'sequela']"
problem almost eradicate measles generation get people know awful disease still,1.0,1.0,"['problem', 'almost', 'eradicate', 'measles', 'generation', 'get', 'people', 'know', 'awful', 'disease', 'still']"
wow north america wow via measles vaccination rate part africa surpass north america,1.0,1.0,"['wow', 'north', 'america', 'wow', 'via', 'measles', 'vaccination', 'rate', 'part', 'africa', 'surpass', 'north', 'america']"
local family boys receive single vaccine government conspiracy cover vax ca even,1.0,0.6666666666666666,"['local', 'family', 'boys', 'receive', 'single', 'vaccine', 'government', 'conspiracy', 'cover', 'vax', 'ca', 'even']"
health center oops painful cambridge school weston,1.0,1.0,"['health', 'center', 'oops', 'painful', 'cambridge', 'school', 'weston']"
mmr station weidman mi,0.0,1.0,"['mmr', 'station', 'weidman', 'mi']"
vaccine herd theory analogy everyone subway wear headphone mean one asshole listen music without jerk,1.0,0.6666666666666666,"['vaccine', 'herd', 'theory', 'analogy', 'everyone', 'subway', 'wear', 'headphone', 'mean', 'one', 'asshole', 'listen', 'music', 'without', 'jerk']"
blame jenny mccarthy measles certainly,1.0,0.6666666666666666,"['blame', 'jenny', 'mccarthy', 'measles', 'certainly']"
az lawmaker react vaccination debate nationwide measles outbreak sparked new debate vaccination,0.0,1.0,"['az', 'lawmaker', 'react', 'vaccination', 'debate', 'nationwide', 'measles', 'outbreak', 'sparked', 'new', 'debate', 'vaccination']"
wrap staff flu shot today work toward herd immunity health provider protect,1.0,0.6666666666666666,"['wrap', 'staff', 'flu', 'shot', 'today', 'work', 'toward', 'herd', 'immunity', 'health', 'provider', 'protect']"
rt poll vaccinate child,0.0,1.0,"['rt', 'poll', 'vaccinate', 'child']"
district columbia confirm second case measles tuesday february district,0.0,0.6666666666666666,"['district', 'columbia', 'confirm', 'second', 'case', 'measles', 'tuesday', 'february', 'district']"
get free vaccine atlantic county department human service division public health,1.0,0.6666666666666666,"['get', 'free', 'vaccine', 'atlantic', 'county', 'department', 'human', 'service', 'division', 'public', 'health']"
kid belong friend make sure get single dose vaccine preservative,1.0,1.0,"['kid', 'belong', 'friend', 'make', 'sure', 'get', 'single', 'dose', 'vaccine', 'preservative']"
national animal safety protection please make sure furbabies immunize,1.0,1.0,"['national', 'animal', 'safety', 'protection', 'please', 'make', 'sure', 'furbabies', 'immunize']"
stillwater measles wtf,0.0,1.0,"['stillwater', 'measles', 'wtf']"
maybe son autistic shitload drug blame vaccination fault,1.0,1.0,"['maybe', 'son', 'autistic', 'shitload', 'drug', 'blame', 'vaccination', 'fault']"
disney measles fantasyland vaccine perfection able read,-1.0,0.3333333333333333,"['disney', 'measles', 'fantasyland', 'vaccine', 'perfection', 'able', 'read']"
new chickenpox vaccine requirement high schoolers year,0.0,0.6666666666666666,"['new', 'chickenpox', 'vaccine', 'requirement', 'high', 'schoolers', 'year']"
california health official say confirmed measles case fantastic,0.0,0.6666666666666666,"['california', 'health', 'official', 'say', 'confirmed', 'measles', 'case', 'fantastic']"
free immunization,1.0,0.6666666666666666,"['free', 'immunization']"
love go doctor think good measles sarcastictweet icouldbeathome,0.0,1.0,"['love', 'go', 'doctor', 'think', 'good', 'measles', 'sarcastictweet', 'icouldbeathome']"
obama urge parent vaccinate child measles get r do,1.0,1.0,"['obama', 'urge', 'parent', 'vaccinate', 'child', 'measles', 'get', 'r', 'do']"
baby fully vaccinate grantline veterinary,1.0,1.0,"['baby', 'fully', 'vaccinate', 'grantline', 'veterinary']"
like fuck people vaccinate kid dont get amp piss,1.0,1.0,"['like', 'fuck', 'people', 'vaccinate', 'kid', 'dont', 'get', 'amp', 'piss']"
turtle power madhatterdc mmr dc dj retro tmnt michaelangelo leonardo raphael,0.0,1.0,"['turtle', 'power', 'madhatterdc', 'mmr', 'dc', 'dj', 'retro', 'tmnt', 'michaelangelo', 'leonardo', 'raphael']"
vaccination right citizen versus role recent measles outbreak california,1.0,0.6666666666666666,"['vaccination', 'right', 'citizen', 'versus', 'role', 'recent', 'measles', 'outbreak', 'california']"
jenny opinion everyone call kid get measles vaccine torn,0.0,0.6666666666666666,"['jenny', 'opinion', 'everyone', 'call', 'kid', 'get', 'measles', 'vaccine', 'torn']"
world end bang jenny public health vaccinateyourkids,1.0,1.0,"['world', 'end', 'bang', 'jenny', 'public', 'health', 'vaccinateyourkids']"
california new child vaccination rule take effect friday,1.0,0.6666666666666666,"['california', 'new', 'child', 'vaccination', 'rule', 'take', 'effect', 'friday']"
disneyland measles outbreak link place low vaccination rate really,1.0,1.0,"['disneyland', 'measles', 'outbreak', 'link', 'place', 'low', 'vaccination', 'rate', 'really']"
get ta start fin clown as vaccination allow put others risk dumb as fake science,1.0,1.0,"['get', 'ta', 'start', 'fin', 'clown', 'as', 'vaccination', 'allow', 'put', 'others', 'risk', 'dumb', 'as', 'fake', 'science']"
new casualty insurance provide health insurance coverage immunization administer ph,0.0,0.6666666666666666,"['new', 'casualty', 'insurance', 'provide', 'health', 'insurance', 'coverage', 'immunization', 'administer', 'ph']"
kid scream doctor office help anna fear get immunization,0.0,0.6666666666666666,"['kid', 'scream', 'doctor', 'office', 'help', 'anna', 'fear', 'get', 'immunization']"
get measles,0.0,0.6666666666666666,"['get', 'measles']"
illegal immigrant spread usa measles wipe influx illegals,0.0,1.0,"['illegal', 'immigrant', 'spread', 'usa', 'measles', 'wipe', 'influx', 'illegals']"
kudos love bit vaccination time someone tell moron screw gluten vaccinate kid,1.0,0.6666666666666666,"['kudos', 'love', 'bit', 'vaccination', 'time', 'someone', 'tell', 'moron', 'screw', 'gluten', 'vaccinate', 'kid']"
fauci measles risk disease infinitely high risk atlantichealth,1.0,0.6666666666666666,"['fauci', 'measles', 'risk', 'disease', 'infinitely', 'high', 'risk', 'atlantichealth']"
supe introduces resolution support move eliminate personal belief exemption vaccination san,1.0,0.6666666666666666,"['supe', 'introduces', 'resolution', 'support', 'move', 'eliminate', 'personal', 'belief', 'exemption', 'vaccination', 'san']"
girl may expose hiv vaccination northern health investigate young,-1.0,0.6666666666666666,"['girl', 'may', 'expose', 'hiv', 'vaccination', 'northern', 'health', 'investigate', 'young']"
look nba playoff troll timeline fell rabbit hole libertarian truther ok,0.0,1.0,"['look', 'nba', 'playoff', 'troll', 'timeline', 'fell', 'rabbit', 'hole', 'libertarian', 'truther', 'ok']"
family parent want get kid vaccinate live together away vaccinated population,1.0,1.0,"['family', 'parent', 'want', 'get', 'kid', 'vaccinate', 'live', 'together', 'away', 'vaccinated', 'population']"
vaccinate child protect yet knowingly inject product mercury,-1.0,1.0,"['vaccinate', 'child', 'protect', 'yet', 'knowingly', 'inject', 'product', 'mercury']"
come family love weontop mmr meanboy mb squadup,0.0,1.0,"['come', 'family', 'love', 'weontop', 'mmr', 'meanboy', 'mb', 'squadup']"
could care less vaccinate keep away mine,1.0,0.6666666666666666,"['could', 'care', 'less', 'vaccinate', 'keep', 'away', 'mine']"
people vaccinate child,1.0,1.0,"['people', 'vaccinate', 'child']"
obama say kid get vaccinate republican well unprecedented ignore science,1.0,1.0,"['obama', 'say', 'kid', 'get', 'vaccinate', 'republican', 'well', 'unprecedented', 'ignore', 'science']"
government wipe recent vaccine injury data website via,-1.0,0.6666666666666666,"['government', 'wipe', 'recent', 'vaccine', 'injury', 'data', 'website', 'via']"
got vaccinate since bitch get baby fever,1.0,1.0,"['got', 'vaccinate', 'since', 'bitch', 'get', 'baby', 'fever']"
common canine virus may lead new vaccine deadly human disease,1.0,0.6666666666666666,"['common', 'canine', 'virus', 'may', 'lead', 'new', 'vaccine', 'deadly', 'human', 'disease']"
forever show immunity poison ivy people get rash easily lol,0.0,1.0,"['forever', 'show', 'immunity', 'poison', 'ivy', 'people', 'get', 'rash', 'easily', 'lol']"
official possible case measles investigate montgomery county,0.0,1.0,"['official', 'possible', 'case', 'measles', 'investigate', 'montgomery', 'county']"
mom tell know get measles shot,0.0,1.0,"['mom', 'tell', 'know', 'get', 'measles', 'shot']"
start school year rt pete sake go get kid vaccinate already,1.0,1.0,"['start', 'school', 'year', 'rt', 'pete', 'sake', 'go', 'get', 'kid', 'vaccinate', 'already']"
hang mmr dooney pub amp restaurant,0.0,1.0,"['hang', 'mmr', 'dooney', 'pub', 'amp', 'restaurant']"
antivaccine people prosecute child get disease vaccine would medical exemption permit,1.0,1.0,"['antivaccine', 'people', 'prosecute', 'child', 'get', 'disease', 'vaccine', 'would', 'medical', 'exemption', 'permit']"
ahhhh home client work,1.0,1.0,"['ahhhh', 'home', 'client', 'work']"
religious immunity u get cuz u ai u ai live life live cuz u dead,0.0,0.6666666666666666,"['religious', 'immunity', 'u', 'get', 'cuz', 'u', 'ai', 'u', 'ai', 'live', 'life', 'live', 'cuz', 'u', 'dead']"
great foxnews get measles call doctor talk try infectious dz dr,0.0,1.0,"['great', 'foxnews', 'get', 'measles', 'call', 'doctor', 'talk', 'try', 'infectious', 'dz', 'dr']"
measlesoutbreak raise debate vaccinate kid,0.0,0.6666666666666666,"['measlesoutbreak', 'raise', 'debate', 'vaccinate', 'kid']"
gm meanboy mmr,0.0,1.0,"['gm', 'meanboy', 'mmr']"
vaccinate passenger expose rider measles san francisco,1.0,1.0,"['vaccinate', 'passenger', 'expose', 'rider', 'measles', 'san', 'francisco']"
unvaccinated person expose thousand commuter measles dang,1.0,0.6666666666666666,"['unvaccinated', 'person', 'expose', 'thousand', 'commuter', 'measles', 'dang']"
worry measles,0.0,0.6666666666666666,"['worry', 'measles']"
less bc measles cld hobbylobby go beyond birthcontrol employer object vaccine,1.0,0.6666666666666666,"['less', 'bc', 'measles', 'cld', 'hobbylobby', 'go', 'beyond', 'birthcontrol', 'employer', 'object', 'vaccine']"
vaccinate vaccinate vaccinate please,1.0,1.0,"['vaccinate', 'vaccinate', 'vaccinate', 'please']"
fox fox sponsor mmr,0.0,1.0,"['fox', 'fox', 'sponsor', 'mmr']"
mmr gon na swallow get bad go inside encounter corn,0.0,0.6666666666666666,"['mmr', 'gon', 'na', 'swallow', 'get', 'bad', 'go', 'inside', 'encounter', 'corn']"
la mesa clinic close people arrive possible measles,0.0,1.0,"['la', 'mesa', 'clinic', 'close', 'people', 'arrive', 'possible', 'measles']"
trend parent want vaccinate kid,0.0,0.6666666666666666,"['trend', 'parent', 'want', 'vaccinate', 'kid']"
could put ur child much danger diseases vaccine savesus,1.0,1.0,"['could', 'put', 'ur', 'child', 'much', 'danger', 'diseases', 'vaccine', 'savesus']"
health official encourage public get measles vaccine new case confirm ventura county,1.0,1.0,"['health', 'official', 'encourage', 'public', 'get', 'measles', 'vaccine', 'new', 'case', 'confirm', 'ventura', 'county']"
california measles outbreak grow case measles outbreak california number,0.0,1.0,"['california', 'measles', 'outbreak', 'grow', 'case', 'measles', 'outbreak', 'california', 'number']"
blood work morning bc bad batch vaccination child slept,-1.0,0.6666666666666666,"['blood', 'work', 'morning', 'bc', 'bad', 'batch', 'vaccination', 'child', 'slept']"
bill pelischek medium coach concern measles outbreak belichick concern,0.0,1.0,"['bill', 'pelischek', 'medium', 'coach', 'concern', 'measles', 'outbreak', 'belichick', 'concern']"
forget tell young adult watch measles outbreak orl dis case,0.0,1.0,"['forget', 'tell', 'young', 'adult', 'watch', 'measles', 'outbreak', 'orl', 'dis', 'case']"
day new child adolescent immunization sched hpv vaccination update,1.0,0.6666666666666666,"['day', 'new', 'child', 'adolescent', 'immunization', 'sched', 'hpv', 'vaccination', 'update']"
flu shot may useless health official say flu vaccine work well expect may,0.0,1.0,"['flu', 'shot', 'may', 'useless', 'health', 'official', 'say', 'flu', 'vaccine', 'work', 'well', 'expect', 'may']"
measles mumps polio whooping cough hpv flu rabies amp spider,0.0,1.0,"['measles', 'mumps', 'polio', 'whooping', 'cough', 'hpv', 'flu', 'rabies', 'amp', 'spider']"
hard data need support vaccine safety vaccine beneficial roundup likely,1.0,1.0,"['hard', 'data', 'need', 'support', 'vaccine', 'safety', 'vaccine', 'beneficial', 'roundup', 'likely']"
give hepb vaccine baby today,1.0,1.0,"['give', 'hepb', 'vaccine', 'baby', 'today']"
lol ewww maybe u get measles,0.0,1.0,"['lol', 'ewww', 'maybe', 'u', 'get', 'measles']"
nothing infuriate parent misinform vaccine thanks give measles mumps future kid,1.0,1.0,"['nothing', 'infuriate', 'parent', 'misinform', 'vaccine', 'thanks', 'give', 'measles', 'mumps', 'future', 'kid']"
naturally next level style atychiphobia fear vaccinate child,-1.0,0.6666666666666666,"['naturally', 'next', 'level', 'style', 'atychiphobia', 'fear', 'vaccinate', 'child']"
mt gop sycophant gohmert call vaccine liberal plot measles outbreak tear,1.0,0.6666666666666666,"['mt', 'gop', 'sycophant', 'gohmert', 'call', 'vaccine', 'liberal', 'plot', 'measles', 'outbreak', 'tear']"
would love hear report flu vaccine compare mercury emission,-1.0,0.6666666666666666,"['would', 'love', 'hear', 'report', 'flu', 'vaccine', 'compare', 'mercury', 'emission']"
maryland health official measles case report via,0.0,1.0,"['maryland', 'health', 'official', 'measles', 'case', 'report', 'via']"
texas amp home million facility department health human,1.0,1.0,"['texas', 'amp', 'home', 'million', 'facility', 'department', 'health', 'human']"
childhood vaccine,1.0,1.0,"['childhood', 'vaccine']"
old disease make come back measles polio like symptom,1.0,0.6666666666666666,"['old', 'disease', 'make', 'come', 'back', 'measles', 'polio', 'like', 'symptom']"
real downside vaccinate kid grow become healthy teenager life house,1.0,0.6666666666666666,"['real', 'downside', 'vaccinate', 'kid', 'grow', 'become', 'healthy', 'teenager', 'life', 'house']"
yea fear im sure pardon black friend two approval use immunity lol,0.0,1.0,"['yea', 'fear', 'im', 'sure', 'pardon', 'black', 'friend', 'two', 'approval', 'use', 'immunity', 'lol']"
catch full clip facebook youbelongrugby see gas burn madison,0.0,1.0,"['catch', 'full', 'clip', 'facebook', 'youbelongrugby', 'see', 'gas', 'burn', 'madison']"
care many article still get future child vaccinate,1.0,0.6666666666666666,"['care', 'many', 'article', 'still', 'get', 'future', 'child', 'vaccinate']"
thank fight healthy ca child leadership vaccineswork,1.0,1.0,"['thank', 'fight', 'healthy', 'ca', 'child', 'leadership', 'vaccineswork']"
see report doctor rip infant mother arm vaccinate even tho request,-1.0,1.0,"['see', 'report', 'doctor', 'rip', 'infant', 'mother', 'arm', 'vaccinate', 'even', 'tho', 'request']"
ya know research fraudulent andrew wakefield,-1.0,0.6666666666666666,"['ya', 'know', 'research', 'fraudulent', 'andrew', 'wakefield']"
medicate vaccinate child lol get,1.0,0.6666666666666666,"['medicate', 'vaccinate', 'child', 'lol', 'get']"
dnt vaccinate kid bc choice well yea anyone choose idiot,-1.0,0.6666666666666666,"['dnt', 'vaccinate', 'kid', 'bc', 'choice', 'well', 'yea', 'anyone', 'choose', 'idiot']"
yes cancer vaccine mt cervicalcancer survr urge parent vaccinate kid hpv,1.0,0.6666666666666666,"['yes', 'cancer', 'vaccine', 'mt', 'cervicalcancer', 'survr', 'urge', 'parent', 'vaccinate', 'kid', 'hpv']"
grand round sad need learn due recent outbreak,0.0,1.0,"['grand', 'round', 'sad', 'need', 'learn', 'due', 'recent', 'outbreak']"
herdimmunity life death one mother vaccineswork vaccinate measles disneymeasles,1.0,0.6666666666666666,"['herdimmunity', 'life', 'death', 'one', 'mother', 'vaccineswork', 'vaccinate', 'measles', 'disneymeasles']"
vaccinate kid reason treat someone purposely endanger child,1.0,1.0,"['vaccinate', 'kid', 'reason', 'treat', 'someone', 'purposely', 'endanger', 'child']"
vaccinate kid make idiot well idiot moron,-1.0,1.0,"['vaccinate', 'kid', 'make', 'idiot', 'well', 'idiot', 'moron']"
seattle time cdc seek input meningitis vaccine official center disease control,0.0,0.6666666666666666,"['seattle', 'time', 'cdc', 'seek', 'input', 'meningitis', 'vaccine', 'official', 'center', 'disease', 'control']"
bestie might thatishcontagious itchyasamofo,0.0,1.0,"['bestie', 'might', 'thatishcontagious', 'itchyasamofo']"
school proof vaccination could start school need go back,1.0,0.6666666666666666,"['school', 'proof', 'vaccination', 'could', 'start', 'school', 'need', 'go', 'back']"
m parent fight vaccine waiver amp philosophical exemption,-1.0,0.6666666666666666,"['m', 'parent', 'fight', 'vaccine', 'waiver', 'amp', 'philosophical', 'exemption']"
vaccinate fucking child,1.0,1.0,"['vaccinate', 'fucking', 'child']"
light inspiration mmr david,0.0,1.0,"['light', 'inspiration', 'mmr', 'david']"
know actually know answer know space vaccination baby keep healthy,0.0,0.6666666666666666,"['know', 'actually', 'know', 'answer', 'know', 'space', 'vaccination', 'baby', 'keep', 'healthy']"
maybe garage fail become architect think mmr building pretty,0.0,1.0,"['maybe', 'garage', 'fail', 'become', 'architect', 'think', 'mmr', 'building', 'pretty']"
half people mmr vaccine even know autism educate,1.0,1.0,"['half', 'people', 'mmr', 'vaccine', 'even', 'know', 'autism', 'educate']"
cv catch lie risk flu vaccine push onto senior citizen aggressive scheme,-1.0,0.6666666666666666,"['cv', 'catch', 'lie', 'risk', 'flu', 'vaccine', 'push', 'onto', 'senior', 'citizen', 'aggressive', 'scheme']"
come measles vaccination issue president buss illegals country parentsdecision,1.0,0.6666666666666666,"['come', 'measles', 'vaccination', 'issue', 'president', 'buss', 'illegals', 'country', 'parentsdecision']"
immunization investigation michigan dangerously low vaccination rate health expert issue,1.0,0.6666666666666666,"['immunization', 'investigation', 'michigan', 'dangerously', 'low', 'vaccination', 'rate', 'health', 'expert', 'issue']"
disneyland measles outbreak large recent memory,0.0,0.6666666666666666,"['disneyland', 'measles', 'outbreak', 'large', 'recent', 'memory']"
